A-Junior	A-Juniorin
Hauptgläubiger	Hauptgläubigerin
Hauptkommissar	Hauptkommissarin
Hauptkonkurrent	Hauptkonkurrentin
Hauptlehrer	Hauptlehrerin
Hauptmacher	Hauptmacherin
Hauptmieter	Hauptmieterin
Hauptredner	Hauptrednerin
Hauptreferent	Hauptreferentin
Hauptschriftleiter	Hauptschriftleiterin
Hauptschuldner	Hauptschuldnerin
Hauptschüler	Hauptschülerin
Hauptschullehrer	Hauptschullehrerin
Hauptsponsor	Hauptsponsorin
Hauptstädter	Hauptstädterin
Haupttäter	Haupttäterin
Hauptverdiener	Hauptverdienerin
Hauptwachtmeister	Hauptwachtmeisterin
Hausautor	Hausautorin
Hausbesetzer	Hausbesetzerin
Hausbesitzer	Hausbesitzerin
Hausbesorger	Hausbesorgerin
Hausbewohner	Hausbewohnerin
Hausdetektiv	Hausdetektivin
Hausdiener	Hausdienerin
Hauseigentümer	Hauseigentümerin
Hauser	Hauserin
Häusermakler	Häusermaklerin
Hausfreund	Hausfreundin
Hausherr	Hausherrin
Hausierer	Hausiererin
Hausjurist	Hausjuristin
Häuslbauer	Häuslbauerin
Häuslebauer	Häuslebauerin
Hauslehrer	Hauslehrerin
Häusler	Häuslerin
Hausmakler	Hausmaklerin
Hauspfleger	Hauspflegerin
Haustyrann	Haustyrannin
Hausverwalter	Hausverwalterin
Hauswart	Hauswartin
Hauswirt	Hauswirtin
Hauswirtschafter	Hauswirtschafterin
Hauswirtschaftslehrer	Hauswirtschaftslehrerin
Hautspezialist	Hautspezialistin
Hawaiianer	Hawaiianerin
Headhunter	Headhunterin
Hebräer	Hebräerin
Hebraist	Hebraistin
Hedonist	Hedonistin
Heeresflieger	Heeresfliegerin
Heerführer	Heerführerin
Hegelianer	Hegelianerin
Hegemeister	Hegemeisterin
Heger	Hegerin
Hehler	Hehlerin
Heidelberger	Heidelbergerin
Heidenchrist	Heidenchristin
Heilbringer	Heilbringerin
Heiler	Heilerin
Heilerziehungspfleger	Heilerziehungspflegerin
Heilgymnast	Heilgymnastin
Heilpraktiker	Heilpraktikerin
Heilsbringer	Heilsbringerin
Heilssoldat	Heilssoldatin
Heimarbeiter	Heimarbeiterin
Heimatdichter	Heimatdichterin
Heimatforscher	Heimatforscherin
Heimatfreund	Heimatfreundin
Heimatkundler	Heimatkundlerin
Heimatschriftsteller	Heimatschriftstellerin
Heimbewohner	Heimbewohnerin
Heimerzieher	Heimerzieherin
Heimhelfer	Heimhelferin
Heimkehrer	Heimkehrerin
Heimleiter	Heimleiterin
Heimlichtuer	Heimlichtuerin
Heimtrainer	Heimtrainerin
Heimwerker	Heimwerkerin
Heiratskandidat	Heiratskandidatin
Heiratsschwindler	Heiratsschwindlerin
Heiratsvermittler	Heiratsvermittlerin
Heizer	Heizerin
Heizölhändler	Heizölhändlerin
Heizungsbauer	Heizungsbauerin
Heizungsmonteur	Heizungsmonteurin
Hektiker	Hektikerin
Held	Heldin
Heldendarsteller	Heldendarstellerin
Helfer	Helferin
Helfershelfer	Helfershelferin
Helgoländer	Helgoländerin
Helot	Helotin
Helvetier	Helvetierin
Henker	Henkerin
Heraldiker	Heraldikerin
Herbergswirt	Herbergswirtin
Heringsbändiger	Heringsbändigerin
Hermeneutiker	Hermeneutikerin
Hermetiker	Hermetikerin
Herrenreiter	Herrenreiterin
Herrenschneider	Herrenschneiderin
Herrgottschnitzer	Herrgottschnitzerin
Herrgottsschnitzer	Herrgottsschnitzerin
Herrnhuter	Herrnhuterin
Herrschaftsträger	Herrschaftsträgerin
Herrscher	Herrscherin
Hersteller	Herstellerin
Herumtreiber	Herumtreiberin
Herzchirurg	Herzchirurgin
Herzegowiner	Herzegowinerin
Herzensbrecher	Herzensbrecherin
Herzensdieb	Herzensdiebin
Herzensfreund	Herzensfreundin
Herzog	Herzogin
Herzpatient	Herzpatientin
Herzspender	Herzspenderin
Herzspezialist	Herzspezialistin
Hethiter	Hethiterin
Hetzer	Hetzerin
Heuchler	Heuchlerin
Heumacher	Heumacherin
Heurigensänger	Heurigensängerin
Hexenmeister	Hexenmeisterin
Hierarch	Hierarchin
Hijacker	Hijackerin
Hilfeempfänger	Hilfeempfängerin
Hilfsarbeiter	Hilfsarbeiterin
Hilfsassistent	Hilfsassistentin
Hilfsbremser	Hilfsbremserin
Hilfslehrer	Hilfslehrerin
Hilfspfarrer	Hilfspfarrerin
Hilfspolizist	Hilfspolizistin
Hilfsprediger	Hilfspredigerin
Hilfsrichter	Hilfsrichterin
Hilfsschreiber	Hilfsschreiberin
Hilfsschüler	Hilfsschülerin
Hilfsschullehrer	Hilfsschullehrerin
Himmelsforscher	Himmelsforscherin
Himmelsgucker	Himmelsguckerin
Himmelskundler	Himmelskundlerin
Himmelsschreiber	Himmelsschreiberin
Himmelsstürmer	Himmelsstürmerin
Hindernisläufer	Hindernisläuferin
Hinterbänkler	Hinterbänklerin
Hinterleger	Hinterlegerin
Hinterpommer	Hinterpommerin
Hinterspieler	Hinterspielerin
Hinterwäldler	Hinterwäldlerin
Hinterzieher	Hinterzieherin
Hinweisgeber	Hinweisgeberin
Hipster	Hipsterin
Hirnakrobat	Hirnakrobatin
Hirnforscher	Hirnforscherin
Historienmaler	Historienmalerin
Historiograf	Historiografin
Historist	Historistin
Hitlergegner	Hitlergegnerin
Hobbyfotograf	Hobbyfotografin
Hobbygärtner	Hobbygärtnerin
Hobbyist	Hobbyistin
Hobbymaler	Hobbymalerin
Hobbymusiker	Hobbymusikerin
Hobler	Hoblerin
Hochbauingenieur	Hochbauingenieurin
Hochländer	Hochländerin
Hochrisikopatient	Hochrisikopatientin
Hochschulabgänger	Hochschulabgängerin
Hochschulabsolvent	Hochschulabsolventin
Hochschüler	Hochschülerin
Hochschullehrer	Hochschullehrerin
Hochschulrektor	Hochschulrektorin
Hochseefischer	Hochseefischerin
Hochseilakrobat	Hochseilakrobatin
Hochseilartist	Hochseilartistin
Hochspringer	Hochspringerin
Hochstapler	Hochstaplerin
Höchstrichter	Höchstrichterin
Hochtourist	Hochtouristin
Hochverräter	Hochverräterin
Hochzeiter	Hochzeiterin
Hochzeitsbitter	Hochzeitsbitterin
Hockeyspieler	Hockeyspielerin
Hofbesitzer	Hofbesitzerin
Hofdichter	Hofdichterin
Hoffnungsträger	Hoffnungsträgerin
Hofherr	Hofherrin
Hoflieferant	Hoflieferantin
Hofpoet	Hofpoetin
Hofprediger	Hofpredigerin
Hofschauspieler	Hofschauspielerin
Höhenretter	Höhenretterin
Hohenzoller	Hohenzollerin
Hohepriester	Hohepriesterin
Höhlenbewohner	Höhlenbewohnerin
Höhlenforscher	Höhlenforscherin
Höker	Hökerin
Holländer	Holländerin
Holsteiner	Holsteinerin
Holzbläser	Holzbläserin
Holzer	Holzerin
Holzfäller	Holzfällerin
Holzhacker	Holzhackerin
Holzhauer	Holzhauerin
Holzschneider	Holzschneiderin
Holztechniker	Holztechnikerin
Holzwirt	Holzwirtin
Homoerotiker	Homoerotikerin
Homöopath	Homöopathin
Honduraner	Honduranerin
Hongkonger	Hongkongerin
Honorarkonsul	Honorarkonsulin
Honorarprofessor	Honorarprofessorin
Horcher	Horcherin
Hörer	Hörerin
Hörgeräteakustiker	Hörgeräteakustikerin
Hornist	Hornistin
Hortleiter	Hortleiterin
Hortner	Hortnerin
Hospitaliter	Hospitaliterin
Hospitant	Hospitantin
Hospizhelfer	Hospizhelferin
Hotelbesitzer	Hotelbesitzerin
Hoteldieb	Hoteldiebin
Hoteldirektor	Hoteldirektorin
Hufschmied	Hufschmiedin
Hühnerhalter	Hühnerhalterin
Hühnerzüchter	Hühnerzüchterin
Humangenetiker	Humangenetikerin
Humanist	Humanistin
Humanmediziner	Humanmedizinerin
Humorist	Humoristin
Hundebesitzer	Hundebesitzerin
Hundefänger	Hundefängerin
Hundefreund	Hundefreundin
Hundeführer	Hundeführerin
Hundesitter	Hundesitterin
Hundetrainer	Hundetrainerin
Hundezüchter	Hundezüchterin
Hungerkünstler	Hungerkünstlerin
Hungerleider	Hungerleiderin
Hunsrücker	Hunsrückerin
Hürdenläufer	Hürdenläuferin
Hürdensprinter	Hürdensprinterin
Huster	Husterin
Husumer	Husumerin
Hütchenspieler	Hütchenspielerin
Hüter	Hüterin
Hutmacher	Hutmacherin
Hüttenarbeiter	Hüttenarbeiterin
Hütteningenieur	Hütteningenieurin
Hüttenwart	Hüttenwartin
Hüttenwirt	Hüttenwirtin
Hydrograf	Hydrografin
Hygieniker	Hygienikerin
Hymnendichter	Hymnendichterin
Hymniker	Hymnikerin
Hyperboreer	Hyperboreerin
Hypertoniker	Hypertonikerin
Hypnotiseur	Hypnotiseurin
Hypochonder	Hypochonderin
Hypokrit	Hypokritin
Hypothekengläubiger	Hypothekengläubigerin
Hypothekenschuldner	Hypothekenschuldnerin
Hysteriker	Hysterikerin
Iberer	Ibererin
Idealist	Idealistin
Ideengeber	Ideengeberin
Ideologiekritiker	Ideologiekritikerin
Idiot	Idiotin
Idylliker	Idyllikerin
Ignorant	Ignorantin
Ikonograf	Ikonografin
Ikonoklast	Ikonoklastin
Illuminator	Illuminatorin
Illusionist	Illusionistin
Illustrator	Illustratorin
Illyrier	Illyrierin
Illyrist	Illyristin
Ilmenauer	Ilmenauerin
Imitator	Imitatorin
Imker	Imkerin
Immigrant	Immigrantin
Immobilienhändler	Immobilienhändlerin
Immoralist	Immoralistin
Imperialist	Imperialistin
Impfgegner	Impfgegnerin
Importeur	Importeurin
Importhändler	Importhändlerin
Impressionist	Impressionistin
Improvisateur	Improvisateurin
Improvisator	Improvisatorin
Impulsgeber	Impulsgeberin
Inder	Inderin
Indianer	Indianerin
Indianist	Indianistin
Individualist	Individualistin
Indoeuropäer	Indoeuropäerin
Indogermanist	Indogermanistin
Indonesier	Indonesierin
Industriearbeiter	Industriearbeiterin
Industriebaron	Industriebaronin
Industrieberater	Industrieberaterin
Industrieelektroniker	Industrieelektronikerin
Industriekapitän	Industriekapitänin
Industriekeramiker	Industriekeramikerin
Industriemechaniker	Industriemechanikerin
Industriemeister	Industriemeisterin
Industrieminister	Industrieministerin
Infanterist	Infanteristin
Infiltrant	Infiltrantin
Infiltrator	Infiltratorin
Informatiker	Informatikerin
Informator	Informatorin
Infrastrukturminister	Infrastrukturministerin
Ingenieurökonom	Ingenieurökonomin
Inhaber	Inhaberin
Initiant	Initiantin
Initiator	Initiatorin
Inklusionsschüler	Inklusionsschülerin
Inländer	Inländerin
Innenarchitekt	Innenarchitektin
Innendienstler	Innendienstlerin
Innenminister	Innenministerin
Innenpolitiker	Innenpolitikerin
Innensenator	Innensenatorin
Innenstürmer	Innenstürmerin
Innenverteidiger	Innenverteidigerin
Innovator	Innovatorin
Innungsmeister	Innungsmeisterin
Inquisitor	Inquisitorin
Insektenforscher	Insektenforscherin
Insektenfresser	Insektenfresserin
Inselbewohner	Inselbewohnerin
Inserent	Inserentin
Insider	Insiderin
Insolvenzgläubiger	Insolvenzgläubigerin
Insolvenzrichter	Insolvenzrichterin
Insolvenzverwalter	Insolvenzverwalterin
Inspekteur	Inspekteurin
Inspektor	Inspektorin
Inspirator	Inspiratorin
Inspizient	Inspizientin
Installateur	Installateurin
Installationskünstler	Installationskünstlerin
Instandbesetzer	Instandbesetzerin
Institutsdirektor	Institutsdirektorin
Institutsleiter	Institutsleiterin
Instrukteur	Instrukteurin
Instruktor	Instruktorin
Instrumentalist	Instrumentalistin
Instrumentalmusiker	Instrumentalmusikerin
Instrumentalsolist	Instrumentalsolistin
Instrumentenbauer	Instrumentenbauerin
Instrumentenmacher	Instrumentenmacherin
Insulaner	Insulanerin
Insurgent	Insurgentin
Integrationist	Integrationistin
Integrationshelfer	Integrationshelferin
Integrationslehrer	Integrationslehrerin
Integrationsminister	Integrationsministerin
Intelligenzler	Intelligenzlerin
Intendant	Intendantin
Intensivpatient	Intensivpatientin
Intensivtäter	Intensivtäterin
Interessensvertreter	Interessensvertreterin
Interessent	Interessentin
Interessenvertreter	Interessenvertreterin
Interimscoach	Interimscoachin
Interimspräsident	Interimspräsidentin
Interimstrainer	Interimstrainerin
Interlinguist	Interlinguistin
Internationalist	Internationalistin
Internatsschüler	Internatsschülerin
Internetaktivist	Internetaktivistin
Internetanbieter	Internetanbieterin
Internethändler	Internethändlerin
Internetnutzer	Internetnutzerin
Internetsurfer	Internetsurferin
Internetuser	Internetuserin
Internist	Internistin
Interpellant	Interpellantin
Interpolator	Interpolatorin
Interpret	Interpretin
Interpretator	Interpretatorin
Interventionist	Interventionistin
Interviewer	Interviewerin
Interviewpartner	Interviewpartnerin
Intimfeind	Intimfeindin
Intimfreund	Intimfreundin
Intimkenner	Intimkennerin
Intimpartner	Intimpartnerin
Intrigant	Intrigantin
Invasor	Invasorin
Inventarisator	Inventarisatorin
Investigativjournalist	Investigativjournalistin
Investigator	Investigatorin
Investmentbanker	Investmentbankerin
Investor	Investorin
Iraker	Irakerin
Iraner	Iranerin
Iranist	Iranistin
Irländer	Irländerin
Ironiker	Ironikerin
Irredentist	Irredentistin
Irrenhäusler	Irrenhäuslerin
Irrenwärter	Irrenwärterin
Irrläufer	Irrläuferin
Islamist	Islamistin
Islamistenführer	Islamistenführerin
Islamkritiker	Islamkritikerin
Islamwissenschafter	Islamwissenschafterin
Islamwissenschaftler	Islamwissenschaftlerin
Isländer	Isländerin
Ismaelit	Ismaelitin
Isolationist	Isolationistin
Isolierer	Isoliererin
Israelit	Israelitin
Italiener	Italienerin
Italiker	Italikerin
Italoamerikaner	Italoamerikanerin
Itzehoer	Itzehoerin
Ivorer	Ivorerin
Jagdaufseher	Jagdaufseherin
Jagdbegleiter	Jagdbegleiterin
Jagdflieger	Jagdfliegerin
Jagdfrevler	Jagdfrevlerin
Jagdherr	Jagdherrin
Jagdpächter	Jagdpächterin
Jahresaufenthalter	Jahresaufenthalterin
Jahrgänger	Jahrgängerin
Jahrhundertschauspieler	Jahrhundertschauspielerin
Jahrmarktsschreier	Jahrmarktsschreierin
Jakobiner	Jakobinerin
Jamaikaner	Jamaikanerin
Jansenist	Jansenistin
Japaner	Japanerin
Jasager	Jasagerin
Jasser	Jasserin
Javaner	Javanerin
Jazzdrummer	Jazzdrummerin
Jazzer	Jazzerin
Jazzfreund	Jazzfreundin
Jazzgitarrist	Jazzgitarristin
Jazzhistoriker	Jazzhistorikerin
Jazzmusiker	Jazzmusikerin
Jazzpianist	Jazzpianistin
Jazzsänger	Jazzsängerin
Jazzschlagzeuger	Jazzschlagzeugerin
Jazztrompeter	Jazztrompeterin
Jeck	Jeckin
Jemenit	Jemenitin
Jenaer	Jenaerin
Jenenser	Jenenserin
Jetpilot	Jetpilotin
Jetsetter	Jetsetterin
Jobber	Jobberin
Jobsucher	Jobsucherin
Jobvermittler	Jobvermittlerin
Jodler	Jodlerin
Jordanier	Jordanierin
Jubelgreis	Jubelgreisin
Jubelperser	Jubelperserin
Jubilar	Jubilarin
Jubler	Jublerin
Judaist	Judaistin
Judenchrist	Judenchristin
Judengegner	Judengegnerin
Judenhasser	Judenhasserin
Judosportler	Judosportlerin
Jugendamtschef	Jugendamtschefin
Jugendamtsleiter	Jugendamtsleiterin
Jugendarbeiter	Jugendarbeiterin
Jugendbetreuer	Jugendbetreuerin
Jugendbrigadier	Jugendbrigadierin
Jugendbuchautor	Jugendbuchautorin
Jugenderzieher	Jugenderzieherin
Jugendforscher	Jugendforscherin
Jugendfreund	Jugendfreundin
Jugendfürsorger	Jugendfürsorgerin
Jugendgruppenleiter	Jugendgruppenleiterin
Jugendkoordinator	Jugendkoordinatorin
Jugendleiter	Jugendleiterin
Jugendmeister	Jugendmeisterin
Jugendminister	Jugendministerin
Jugendnationalspieler	Jugendnationalspielerin
Jugendpfarrer	Jugendpfarrerin
Jugendpfleger	Jugendpflegerin
Jugendpsychiater	Jugendpsychiaterin
Jugendrichter	Jugendrichterin
Jugendschriftsteller	Jugendschriftstellerin
Jugendschützer	Jugendschützerin
Jugendsenator	Jugendsenatorin
Jugendspieler	Jugendspielerin
Jugendtrainer	Jugendtrainerin
Jugendvertreter	Jugendvertreterin
Jugendwart	Jugendwartin
Jungakademiker	Jungakademikerin
Jungaktivist	Jungaktivistin
Jungarbeiter	Jungarbeiterin
Jungautor	Jungautorin
Jungbürger	Jungbürgerin
Jungdemokrat	Jungdemokratin
Jungdesigner	Jungdesignerin
Jünger	Jüngerin
Jungfilmer	Jungfilmerin
Jungforscher	Jungforscherin
Junggrammatiker	Junggrammatikerin
Junghegelianer	Junghegelianerin
Jungingenieur	Jungingenieurin
Jungkommunist	Jungkommunistin
Junglehrer	Junglehrerin
Jungmanager	Jungmanagerin
Jungmediziner	Jungmedizinerin
Jungnationalspieler	Jungnationalspielerin
Jungpolitiker	Jungpolitikerin
Jungredakteur	Jungredakteurin
Jungregisseur	Jungregisseurin
Jungschauspieler	Jungschauspielerin
Jungschriftsteller	Jungschriftstellerin
Jungsenior	Jungseniorin
Jungsozialist	Jungsozialistin
Jungunternehmer	Jungunternehmerin
Jungwähler	Jungwählerin
Junior	Juniorin
Juniorchef	Juniorchefin
Junioreneuropameister	Junioreneuropameisterin
Juniorenmeister	Juniorenmeisterin
Juniorennationalspieler	Juniorennationalspielerin
Juniorenweltmeister	Juniorenweltmeisterin
Juniorpartner	Juniorpartnerin
Juniorprofessor	Juniorprofessorin
Juntachef	Juntachefin
Juraprofessor	Juraprofessorin
Jurassier	Jurassierin
Jurastudent	Jurastudentin
Jurist	Juristin
Juror	Jurorin
Jurypräsident	Jurypräsidentin
Jusstudent	Jusstudentin
Justierer	Justiererin
Justiziar	Justiziarin
Justizkommissar	Justizkommissarin
Justizminister	Justizministerin
Justizsenator	Justizsenatorin
Justizsprecher	Justizsprecherin
Justizstaatssekretär	Justizstaatssekretärin
Justizwachtmeister	Justizwachtmeisterin
Juwelendieb	Juwelendiebin
Kabarettist	Kabarettistin
Kabbalist	Kabbalistin
Kabelanbieter	Kabelanbieterin
Kabelbetreiber	Kabelbetreiberin
Kabeldieb	Kabeldiebin
Kabelhersteller	Kabelherstellerin
Kabelmonteur	Kabelmonteurin
Kabelnetzbetreiber	Kabelnetzbetreiberin
Kabelträger	Kabelträgerin
Kabinettschef	Kabinettschefin
Kabinettsminister	Kabinettsministerin
Kabinettssekretär	Kabinettssekretärin
Kacker	Kackerin
Kaderathlet	Kaderathletin
Kaderleiter	Kaderleiterin
Käfersammler	Käfersammlerin
Kaffeehausbesitzer	Kaffeehausbesitzerin
Kaffeehausbesucher	Kaffeehausbesucherin
Kaffeehausliterat	Kaffeehausliteratin
Kaffeeröster	Kaffeerösterin
Kaffeesatzleser	Kaffeesatzleserin
Kaffeesieder	Kaffeesiederin
Kaffeetrinker	Kaffeetrinkerin
Kaiarbeiter	Kaiarbeiterin
Kairoer	Kairoerin
Kaiserstühler	Kaiserstühlerin
Kajakfahrer	Kajakfahrerin
Kalabrier	Kalabrierin
Kaledonier	Kaledonierin
Kalendermacher	Kalendermacherin
Kalfaktor	Kalfaktorin
Kalifornier	Kalifornierin
Kalligraf	Kalligrafin
Kälteanlagenbauer	Kälteanlagenbauerin
Kältetechniker	Kältetechnikerin
Kambodschaner	Kambodschanerin
Kameltreiber	Kameltreiberin
Kameraassistent	Kameraassistentin
Kamerad	Kameradin
Kameralist	Kameralistin
Kameruner	Kamerunerin
Kaminfeger	Kaminfegerin
Kaminkehrer	Kaminkehrerin
Kammerdiener	Kammerdienerin
Kammerjäger	Kammerjägerin
Kammermusiker	Kammermusikerin
Kammerpräsident	Kammerpräsidentin
Kammersänger	Kammersängerin
Kammerschauspieler	Kammerschauspielerin
Kammmacher	Kammmacherin
Kämpfer	Kämpferin
Kampfflieger	Kampffliegerin
Kampfpilot	Kampfpilotin
Kampfradler	Kampfradlerin
Kampfrichter	Kampfrichterin
Kampfschwimmer	Kampfschwimmerin
Kampfsportler	Kampfsportlerin
Kampftrinker	Kampftrinkerin
Kanaaniter	Kanaaniterin
Kanadier	Kanadierin
Kanalarbeiter	Kanalarbeiterin
Kanalbauer	Kanalbauerin
Kanalräumer	Kanalräumerin
Kanalreiniger	Kanalreinigerin
Kanalschwimmer	Kanalschwimmerin
Kanarier	Kanarierin
Kandidat	Kandidatin
Kaninchenhalter	Kaninchenhalterin
Kaninchenzüchter	Kaninchenzüchterin
Kannegießer	Kannegießerin
Kanonier	Kanonierin
Kanonist	Kanonistin
Kantianer	Kantianerin
Kantinenpächter	Kantinenpächterin
Kantinenwirt	Kantinenwirtin
Kantineur	Kantineurin
Kantonist	Kantonistin
Kantonschemiker	Kantonschemikerin
Kantor	Kantorin
Kanufahrer	Kanufahrerin
Kanzelredner	Kanzelrednerin
Kanzleichef	Kanzleichefin
Kanzleidiener	Kanzleidienerin
Kanzleivorsteher	Kanzleivorsteherin
Kanzler	Kanzlerin
Kanzleramtschef	Kanzleramtschefin
Kanzleramtsminister	Kanzleramtsministerin
Kanzlerberater	Kanzlerberaterin
Kanzlerkandidat	Kanzlerkandidatin
Kapellmeister	Kapellmeisterin
Kapetinger	Kapetingerin
Kapholländer	Kapholländerin
Kapitalanleger	Kapitalanlegerin
Kapitalbesitzer	Kapitalbesitzerin
Kapitaleigner	Kapitaleignerin
Kapitalgeber	Kapitalgeberin
Kapitalismuskritiker	Kapitalismuskritikerin
Kapitalist	Kapitalistin
Kapitalverbrecher	Kapitalverbrecherin
Kapitalvernichter	Kapitalvernichterin
Kapitalvertreter	Kapitalvertreterin
Kapitän	Kapitänin
Kapitulant	Kapitulantin
Kapverdier	Kapverdierin
Karatekämpfer	Karatekämpferin
Karatemeister	Karatemeisterin
Karawanenführer	Karawanenführerin
Karelier	Karelierin
Karer	Karerin
Karikaturenzeichner	Karikaturenzeichnerin
Karikaturist	Karikaturistin
Karlsbader	Karlsbaderin
Karlsruher	Karlsruherin
Karnevalist	Karnevalistin
Kärntner	Kärntnerin
Karolinger	Karolingerin
Karosseriebauer	Karosseriebauerin
Karosserieschneider	Karosserieschneiderin
Karosseriespengler	Karosseriespenglerin
Karriereberater	Karriereberaterin
Karrierecoach	Karrierecoachin
Karrieremacher	Karrieremacherin
Karrierist	Karrieristin
Kärrner	Kärrnerin
Kartellwächter	Kartellwächterin
Kartenabreißer	Kartenabreißerin
Karteninhaber	Karteninhaberin
Kartenkünstler	Kartenkünstlerin
Kartenleger	Kartenlegerin
Kartenschläger	Kartenschlägerin
Kartenzahler	Kartenzahlerin
Kartenzeichner	Kartenzeichnerin
Karthager	Karthagerin
Kartler	Kartlerin
Kartograf	Kartografin
Kartonagenhersteller	Kartonagenherstellerin
Kaser	Kaserin
Käser	Käserin
Kasselaner	Kasselanerin
Kassenführer	Kassenführerin
Kassenfüller	Kassenfüllerin
Kassenpatient	Kassenpatientin
Kassenprüfer	Kassenprüferin
Kassenverwalter	Kassenverwalterin
Kassenwart	Kassenwartin
Kassier	Kassierin
Katalonier	Katalonierin
Katarer	Katarerin
Katechet	Katechetin
Katharer	Katharerin
Kathedersozialist	Kathedersozialistin
Katholik	Katholikin
Katzenfreund	Katzenfreundin
Katzenhalter	Katzenhalterin
Katzensitter	Katzensitterin
Kaufhausdetektiv	Kaufhausdetektivin
Kaufinteressent	Kaufinteressentin
Kaukasier	Kaukasierin
Kavalier	Kavalierin
Keeper	Keeperin
Kegelspieler	Kegelspielerin
Kegler	Keglerin
Keiler	Keilerin
Keimträger	Keimträgerin
Kellerbewohner	Kellerbewohnerin
Kellermeister	Kellermeisterin
Keltiberer	Keltibererin
Kemalist	Kemalistin
Kenianer	Kenianerin
Kenner	Kennerin
Kentaur	Kentaurin
Keramiker	Keramikerin
Kerkermeister	Kerkermeisterin
Kernaktionär	Kernaktionärin
Kernchemiker	Kernchemikerin
Kernkraftgegner	Kernkraftgegnerin
Kernkraftwerkbetreiber	Kernkraftwerkbetreiberin
Kernkraftwerksbetreiber	Kernkraftwerksbetreiberin
Kernphysiker	Kernphysikerin
Kernwaffengegner	Kernwaffengegnerin
Kerzengießer	Kerzengießerin
Kerzenmacher	Kerzenmacherin
Kerzenzieher	Kerzenzieherin
Kesselflicker	Kesselflickerin
Kesselmacher	Kesselmacherin
Kesselschmied	Kesselschmiedin
Kesselwärter	Kesselwärterin
Kessler	Kesslerin
Kettenraucher	Kettenraucherin
Ketzer	Ketzerin
Keyboarder	Keyboarderin
Keyboardspieler	Keyboardspielerin
Keynesianer	Keynesianerin
